,X,y
2131,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3b102b1d668683c658f8e4523031ae32_3.png,default.mask.png
2132,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6be828b2819012072acadc613f81e927_1.png,default.mask.png
2133,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5fcbff0dea2096296955f621ea2ed24b_0.png,default.mask.png
2134,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4ca89f58934be1b2aa95f32c5b30c7e3_3.png,default.mask.png
2135,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/aedafca3f65ecbbf54b3ec1ba4206b59_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/aedafca3f65ecbbf54b3ec1ba4206b59_5.mask.png
2136,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3b74f3fda8320ddf906ae86e4709ede2_0.png,default.mask.png
2137,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5d55fcb042a1b568e13fdfec9cf30dd7_0.png,default.mask.png
2138,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5aced0ab3e06a9428cf54767cd5b8df6_0.png,default.mask.png
2139,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1dd946025c2b0cde73f419a6d06fe74d_3.png,default.mask.png
2140,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0dc12943c6309b600bc65a573acad99d_3.png,default.mask.png
2141,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e2a45c5c31400c8a16df285a45be6900_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e2a45c5c31400c8a16df285a45be6900_2.mask.png
2142,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d321ba188146edd239c266f409e7995e_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d321ba188146edd239c266f409e7995e_0.mask.png
2143,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6af277a42b1a7dd172e5181654f6df86_1.png,default.mask.png
2144,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0f745cf2b785e7a64620f09cf2590092_3.png,default.mask.png
2145,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1cd35a8e0f6a81c28b6e44179c445b01_0.png,default.mask.png
2146,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ae6ec565eab53a8bdc5749cff5914726_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ae6ec565eab53a8bdc5749cff5914726_2.mask.png
2147,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0eb173b4c0c9b6e8db3de6bcfafbc421_0.png,default.mask.png
2148,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b39a55c7b0c32dcbc7af93412413bb71_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b39a55c7b0c32dcbc7af93412413bb71_1.mask.png
2149,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/229f447c1a26a74005b3f058201bde3f_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/229f447c1a26a74005b3f058201bde3f_6.mask.png
2150,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4b516dc276883cb0f2df8828522f072d_1.png,default.mask.png
2151,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/00dd93f9e4af553929e54e66c2a3186e_0.png,default.mask.png
2152,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a9411d7195ec9ac242d5fcb2f6ebf396_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a9411d7195ec9ac242d5fcb2f6ebf396_3.mask.png
2153,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/7b1f84db7a0cf65d002c19a855f560d4_3.png,default.mask.png
2154,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bcd5608b3999bb8d454d0903fc3bd759_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bcd5608b3999bb8d454d0903fc3bd759_6.mask.png
2155,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0eb173b4c0c9b6e8db3de6bcfafbc421_1.png,default.mask.png
2156,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2a4df7ec33239ffbaf4f5b9a0b190ae3_1.png,default.mask.png
2157,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5b258f62113b68d48e0dfaf57cbfb0e7_1.png,default.mask.png
2158,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2f25be916adb858935b4363da07e7750_3.png,default.mask.png
2159,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/756a2f39b0b82013ee00b825d66ad0bc_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/756a2f39b0b82013ee00b825d66ad0bc_2.mask.png
2160,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3cb69784be21bce972537f1ebf0bb231_3.png,default.mask.png
2161,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b835388bf7843d20544c6de90d11c51c_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b835388bf7843d20544c6de90d11c51c_7.mask.png
2162,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2cbae15a950bc03dd761cc23add90795_0.png,default.mask.png
2163,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4c10db55f29f713289bc4c52cc4e71f0_1.png,default.mask.png
2164,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/31682dc53f670f43d4308f7e99a1d3f8_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/31682dc53f670f43d4308f7e99a1d3f8_5.mask.png
2165,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/35458ca671876a5bad7f87419fe53b4c_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/35458ca671876a5bad7f87419fe53b4c_0.mask.png
2166,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6d837c48b6f50fc186506632cd317c6f_1.png,default.mask.png
2167,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b8cecf240477353bdf87aac6521e066f_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b8cecf240477353bdf87aac6521e066f_1.mask.png
2168,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b1a7bc9873d1ac1a9bf66426002b3722_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b1a7bc9873d1ac1a9bf66426002b3722_2.mask.png
2169,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2744a9427d865323a62eff7fdfbb9ed5_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2744a9427d865323a62eff7fdfbb9ed5_6.mask.png
2170,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a749a9c6c906f0f57b9c91d13439bd6b_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/a749a9c6c906f0f57b9c91d13439bd6b_5.mask.png
2171,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/3735407a7358488296a3d9968c01855d_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/3735407a7358488296a3d9968c01855d_0.mask.png
2172,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2508f9cfb3c5f96d4539dcb1fa049d6a_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2508f9cfb3c5f96d4539dcb1fa049d6a_2.mask.png
2173,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/dbe57dd8b2e7b7349a37705965bc889f_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/dbe57dd8b2e7b7349a37705965bc889f_6.mask.png
2174,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4b27ce4bea6a576d928932f005e954cb_0.png,default.mask.png
2175,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d76330914587add652997eda2c3caa98_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d76330914587add652997eda2c3caa98_3.mask.png
2176,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e7b762a90a95ff8d71497a6da103f649_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/e7b762a90a95ff8d71497a6da103f649_0.mask.png
2177,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/7a53021ef35ebec3e4e3c4cfb414b452_3.png,default.mask.png
2178,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bd162a474c3726de6e7b9790feb95a00_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bd162a474c3726de6e7b9790feb95a00_5.mask.png
2179,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5d55fcb042a1b568e13fdfec9cf30dd7_1.png,default.mask.png
2180,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6a68286e27dacf32aeaf277854f493a6_3.png,default.mask.png
2181,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4afe9d1ba7e6165ec16f65480716f637_0.png,default.mask.png
2182,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2e029f00d10f62fe0c4025fb75bd72be_0.png,default.mask.png
2183,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c7442bb2aefb0ce9062694a697f5c4aa_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c7442bb2aefb0ce9062694a697f5c4aa_6.mask.png
2184,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cb905e8bb50be791b394e69b45bfd8da_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cb905e8bb50be791b394e69b45bfd8da_1.mask.png
2185,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bd2dc6a591234f7855101bb3e66c96c8_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bd2dc6a591234f7855101bb3e66c96c8_5.mask.png
2186,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b46123b02139d593c1f842bc46ddc634_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b46123b02139d593c1f842bc46ddc634_7.mask.png
2187,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4a87c782680f9d11511c3e91f5f3d6a7_3.png,default.mask.png
2188,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c7aaa7d7e4c6c0693b4cdd222cb10353_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c7aaa7d7e4c6c0693b4cdd222cb10353_1.mask.png
2189,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cd22077ab23004ae566c5e09cecee05f_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cd22077ab23004ae566c5e09cecee05f_0.mask.png
2190,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2f8af23ba7a2e739e06594b0639add7a_3.png,default.mask.png
2191,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ad842756fbdb20f8d22ea1e151727d04_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ad842756fbdb20f8d22ea1e151727d04_2.mask.png
2192,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d2d7c3bf0395220f58bdc48df5a9c8d6_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d2d7c3bf0395220f58bdc48df5a9c8d6_1.mask.png
2193,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/edb9414156ff96adf906cbba292e6cd4_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/edb9414156ff96adf906cbba292e6cd4_6.mask.png
2194,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8723711d02af203b62eff3eb6c585f89_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/8723711d02af203b62eff3eb6c585f89_2.mask.png
2195,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bd993ecb7172acc9508e2d74fa239e6c_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bd993ecb7172acc9508e2d74fa239e6c_0.mask.png
2196,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4bc6326fedd3e7cea3abf418c225d5df_3.png,default.mask.png
2197,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2fd904fddf6cc3a3d62cad9f09a53f0b_0.png,default.mask.png
2198,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4a872e335a01ea5a7351204cbfa593f0_0.png,default.mask.png
2199,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/7b1f84db7a0cf65d002c19a855f560d4_0.png,default.mask.png
2200,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c9df6c726d44834138a89684b2454dbb_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c9df6c726d44834138a89684b2454dbb_6.mask.png
2201,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b62f85cc6ec8d3ee50311876561418fb_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b62f85cc6ec8d3ee50311876561418fb_0.mask.png
2202,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d76330914587add652997eda2c3caa98_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/d76330914587add652997eda2c3caa98_1.mask.png
2203,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1fe23fc53ad0c4977837a9926cd17201_1.png,default.mask.png
2204,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b46123b02139d593c1f842bc46ddc634_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b46123b02139d593c1f842bc46ddc634_0.mask.png
2205,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ceb9fcd4486cd56c04bf66804cfee9f0_6.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/ceb9fcd4486cd56c04bf66804cfee9f0_6.mask.png
2206,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cf3eef59fe32392bef1dd5d18e79207b_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cf3eef59fe32392bef1dd5d18e79207b_5.mask.png
2207,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0e53cd9ad8eeb7e42730e80624a3a0dc_0.png,default.mask.png
2208,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bcd5608b3999bb8d454d0903fc3bd759_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/bcd5608b3999bb8d454d0903fc3bd759_2.mask.png
2209,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/1f563ab49891d72b7d2cd06dd069f689_3.png,default.mask.png
2210,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cbf35bfeb900387380e043ef4523ed7a_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/cbf35bfeb900387380e043ef4523ed7a_5.mask.png
2211,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2b2eda55ae781fcf4fe0dc5281f8ca78_1.png,default.mask.png
2212,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3c0045d491e0b59c5727c5d59feb1064_1.png,default.mask.png
2213,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/daa767cd9cc041a3b7a340528689adab_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/daa767cd9cc041a3b7a340528689adab_0.mask.png
2214,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be3c9e989860de924073c3b60aae71bd_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/be3c9e989860de924073c3b60aae71bd_3.mask.png
2215,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c15b8f5dfe00c18107ba52ce25fc33e0_3.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c15b8f5dfe00c18107ba52ce25fc33e0_3.mask.png
2216,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/06a16145aee6965f3008ce149c119bf6_1.png,default.mask.png
2217,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3c50dcf1847612d830b15384e28a6b20_0.png,default.mask.png
2218,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6cd39a1288e2650d1c8ebafde7d9d103_3.png,default.mask.png
2219,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0a0c15a0561d670b4ce6cb940840cde6_1.png,default.mask.png
2220,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b12b7e18c131d3414662d00022cc5d0f_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b12b7e18c131d3414662d00022cc5d0f_1.mask.png
2221,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c88f1d27e73aaec5556fcd439600879f_1.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c88f1d27e73aaec5556fcd439600879f_1.mask.png
2222,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3a77386340e02e9f2d9054afc400c8a9_0.png,default.mask.png
2223,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6c4886c8ae23964b735ceed09e39bb30_3.png,default.mask.png
2224,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4ab1f8286e1849fb45f0c5164be20918_1.png,default.mask.png
2225,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/092b43f88eab0ae3ecc0eb0ccbe37c82_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/092b43f88eab0ae3ecc0eb0ccbe37c82_0.mask.png
2226,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6bfdb3ff45f7307d29ea2ad92c4fbea9_0.png,default.mask.png
2227,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b024091aabc0e2844605887c044c080e_7.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/b024091aabc0e2844605887c044c080e_7.mask.png
2228,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/01aa04db92eb2617ebfe69ffe32b1bdd_0.png,default.mask.png
2229,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/687764119688d5ee49717027e6145bee_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/687764119688d5ee49717027e6145bee_0.mask.png
2230,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0c2283a3fb12b580947542b7007f3299_3.png,default.mask.png
2231,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2744a9427d865323a62eff7fdfbb9ed5_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/2744a9427d865323a62eff7fdfbb9ed5_5.mask.png
2232,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/229f447c1a26a74005b3f058201bde3f_2.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/229f447c1a26a74005b3f058201bde3f_2.mask.png
2233,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/6d6355672fc6bb1c3e812f8db2b45ca0_3.png,default.mask.png
2234,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/5a55c9222641a9c2c4c4227ff4c04022_0.png,default.mask.png
2235,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c6216855a09754f487980c889f7a8732_0.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/c6216855a09754f487980c889f7a8732_0.mask.png
2236,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/229f447c1a26a74005b3f058201bde3f_5.png,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/fake/229f447c1a26a74005b3f058201bde3f_5.mask.png
2237,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/0f8d02ba5f35abd4820389a777dc2181_3.png,default.mask.png
2238,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/3d45630126c3c9ac290ff4712a0d752e_3.png,default.mask.png
2239,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4bd065922d9ab9b51cedd117c9d45694_0.png,default.mask.png
2240,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/2b71a6a32ed71fb95559b3548620e920_3.png,default.mask.png
2241,D:/collage/Sem 4/Intership/Image-forgery-localization-IFL-using-UNET-architecture-master/data_agumented/train/pristine/4de97f12ef2ab119af471317486f6c3b_1.png,default.mask.png
